Well,Fluor,Content,Sample,Cq,Call,End RFU
P23,HEX,Pos Ctrl,,NaN,,0.335040779492283
A01,Texas Red,Unkn,,NaN,,-1.07557798927373
A02,Texas Red,Unkn,,NaN,,0.490754797779755
A03,Texas Red,Unkn,,NaN,,2.27691988941478
A04,Texas Red,Unkn,,NaN,,1.50230014636863
A05,Texas Red,Unkn,,NaN,,0.611839428550957
A06,Texas Red,Unkn,,NaN,,0.118723061586388
A07,Texas Red,Unkn,,NaN,,-2.64640608353002
A08,Texas Red,Neg Ctrl,,27.5507854183456,,19.9952736806158
B01,Texas Red,Unkn,,NaN,,0.425203456803865
B02,Texas Red,Unkn,,NaN,,0.871400904230814
B03,Texas Red,Unkn,,NaN,,1.70468293587182
B04,Texas Red,Unkn,,NaN,,4.76929871527318
B05,Texas Red,Unkn,,NaN,,1.15511486737741
B06,Texas Red,Unkn,,NaN,,1.18440968408277
B07,Texas Red,Unkn,,27.0680803224562,(+) Positive,393.890712606565
B08,Texas Red,Neg Ctrl,,NaN,,2.60232148432651
C01,Texas Red,Unkn,,NaN,,1.73391537071839
C02,Texas Red,Unkn,,NaN,,0.237641470477593
C03,Texas Red,Unkn,,NaN,,0.753854756162764
C04,Texas Red,Unkn,,NaN,,0.724324233606694
C05,Texas Red,Unkn,,NaN,,1.88559419611656
C06,Texas Red,Unkn,,32.0371616978283,(+) Positive,163.348891889613
C07,Texas Red,Unkn,,NaN,,2.54669062109906
D01,Texas Red,Unkn,,NaN,,1.29920653990994
D02,Texas Red,Unkn,,NaN,,2.10346635414526
D03,Texas Red,Unkn,,NaN,,0.443701360147497
D04,Texas Red,Unkn,,NaN,,1.18127725299328
D05,Texas Red,Unkn,,NaN,,-0.312188141958995
D06,Texas Red,Unkn,,NaN,,1.09549406412443
D07,Texas Red,Unkn,,NaN,,1.64557099708909
E01,Texas Red,Unkn,,34.2095329037684,(+) Positive,133.994891339317
E02,Texas Red,Unkn,,NaN,,1.13862173084999
E03,Texas Red,Unkn,,NaN,,0.925319834931452
E04,Texas Red,Unkn,,27.4912972132475,(+) Positive,363.771770410718
E05,Texas Red,Unkn,,NaN,,2.42647155769146
E06,Texas Red,Unkn,,NaN,,0.521593362779004
E07,Texas Red,Unkn,,NaN,,0.677250729867683
F01,Texas Red,Unkn,,NaN,,0.273227606640558
F02,Texas Red,Unkn,,NaN,,1.04777834496035
F03,Texas Red,Unkn,,NaN,,3.90721543619138
F04,Texas Red,Unkn,,NaN,,2.84710031688137
F05,Texas Red,Unkn,,28.8977782190556,(+) Positive,378.079244704767
F06,Texas Red,Unkn,,NaN,,2.06819083014061
F07,Texas Red,Unkn,,NaN,,4.64989772022991
G01,Texas Red,Unkn,,NaN,,0.163691837161969
G02,Texas Red,Unkn,,NaN,,0.643278217205807
G03,Texas Red,Unkn,,NaN,,-0.584656905503925
G04,Texas Red,Unkn,,NaN,,-0.247947311078406
G05,Texas Red,Unkn,,NaN,,1.02807312245659
G06,Texas Red,Unkn,,NaN,,-0.541406631819609
G07,Texas Red,Unkn,,NaN,,1.5934608151284
H01,Texas Red,Unkn,,30.7691197737254,(+) Positive,284.170945904496
H02,Texas Red,Unkn,,NaN,,1.24012537535964
H03,Texas Red,Unkn,,NaN,,1.85935016366357
H04,Texas Red,Unkn,,NaN,,-0.524980249121654
H05,Texas Red,Unkn,,NaN,,1.46698100650547
H06,Texas Red,Unkn,,NaN,,1.27882966373909
H07,Texas Red,Unkn,,NaN,,1.82619767236019
I01,Texas Red,Unkn,,NaN,,-7.63537914789031
I02,Texas Red,Unkn,,NaN,,-0.686436088602113
I03,Texas Red,Unkn,,NaN,,-0.577432071255407
I04,Texas Red,Unkn,,NaN,,1.93568520190111
I05,Texas Red,Unkn,,37.9845136718687,,8.98340904864272
I06,Texas Red,Unkn,,NaN,,0.543185641675882
I07,Texas Red,Unkn,,NaN,,-1.75645308691646
J01,Texas Red,Unkn,,18.5731451774047,,-4.87304341007387
J02,Texas Red,Unkn,,NaN,,0.67281702518103
J03,Texas Red,Unkn,,NaN,,0.912020371231483
J04,Texas Red,Unkn,,35.6977786196745,(+) Positive,67.5695593702497
J05,Texas Red,Unkn,,NaN,,0.852206184853549
J06,Texas Red,Unkn,,34.2598146159143,(+) Positive,62.3521439001327
J07,Texas Red,Unkn,,NaN,,-0.168529779877281
K01,Texas Red,Unkn,,NaN,,1.63644383091751
K02,Texas Red,Unkn,,NaN,,0.152541126545748
K03,Texas Red,Unkn,,28.2163668890678,(+) Positive,361.612053339165
K04,Texas Red,Unkn,,NaN,,-1.62826559939749
K05,Texas Red,Unkn,,NaN,,8.02348280581427
K06,Texas Red,Unkn,,NaN,,-3.68574919889998
K07,Texas Red,Unkn,,28.2964928335111,(+) Positive,309.420226722624
L01,Texas Red,Unkn,,NaN,,0.522682830237682
L02,Texas Red,Unkn,,NaN,,0.765992446003838
L03,Texas Red,Unkn,,NaN,,-1.48604464475093
L04,Texas Red,Unkn,,NaN,,8.13273433997047
L05,Texas Red,Unkn,,NaN,,-1.6948627266147
L06,Texas Red,Unkn,,NaN,,0.399612127594082
L07,Texas Red,Unkn,,33.604620562129,,4.47121358518098
M01,Texas Red,Unkn,,29.0153593453047,(+) Positive,360.381977266272
M02,Texas Red,Unkn,,NaN,,-0.502257030125384
M03,Texas Red,Unkn,,NaN,,1.95369282604843
M04,Texas Red,Unkn,,NaN,,-1.70276281737515
M05,Texas Red,Unkn,,32.9515190390963,(+) Positive,167.27404475257
M06,Texas Red,Unkn,,NaN,,-1.0219841368581
M07,Texas Red,Unkn,,27.5761967577954,(+) Positive,434.841664677177
N01,Texas Red,Unkn,,NaN,,-1.63291308379476
N02,Texas Red,Unkn,,29.6874803599944,(+) Positive,311.474110909574
N03,Texas Red,Unkn,,NaN,,-0.830692090173761
N04,Texas Red,Unkn,,NaN,,-1.70828277377505
N05,Texas Red,Unkn,,NaN,,-0.76132002210943
N06,Texas Red,Unkn,,NaN,,2.09731947752716
N07,Texas Red,Pos Ctrl,,NaN,,-1.37362959583725
O01,Texas Red,Unkn,,NaN,,-2.83648754070591
O02,Texas Red,Unkn,,NaN,,-1.69135034693072
O03,Texas Red,Unkn,,NaN,,0.149145593405683
O04,Texas Red,Unkn,,NaN,,-0.166723137511235
O05,Texas Red,Unkn,,NaN,,3.29722036177573
O06,Texas Red,Unkn,,38.1479259802408,,13.7989655613422
O07,Texas Red,Pos Ctrl,,NaN,,-0.0913222576022235
P01,Texas Red,Unkn,,NaN,,-2.16674769179281
P02,Texas Red,Unkn,,NaN,,2.92464833148069
P03,Texas Red,Unkn,,NaN,,-0.695528486337844
P04,Texas Red,Unkn,,NaN,,0.774107398164233
P05,Texas Red,Unkn,,NaN,,-0.479073870412321
P06,Texas Red,Unkn,,NaN,,0.861347542111434
P07,Texas Red,Pos Ctrl,,30.0348791485978,(+) Positive,322.667913955212
